x,y
0.0,0.0
0.01,2.5
0.02,1.0000000000000002
0.03,-0.5
0.04,0.9999999999999997
0.05,2.5
0.06,1.0000000000000004
0.07,-0.5
0.08,0.9999999999999992
0.09,2.5
0.1,0.9999999999999982
0.11,-0.5
0.12,0.9999999999999989
0.13,2.5
0.14,0.999999999999996
0.15,-0.5
0.16,0.9999999999999986
0.17,2.5
0.18,1.0000000000000016
0.19,-0.5
0.2,1.0000000000000036
0.21,2.5
0.22,0.9999999999999967
0.23,-0.5
0.24,0.9999999999999978
0.25,2.5
0.26,0.9999999999999971
0.27,-0.5
0.28,1.000000000000008
0.29,2.5
0.3,0.9999999999999974
0.31,-0.5
0.32,0.9999999999999971
0.33,2.5
0.34,0.9999999999999978
0.35000000000000003,-0.5
0.36,0.9999999999999967
0.37,2.5
0.38,0.9999999999999981
0.39,-0.5
0.4,1.0000000000000069
0.41000000000000003,2.5
0.42,0.9999999999999986
0.43,-0.5
0.44,1.0000000000000067
0.45,2.5
0.46,0.9999999999999882
0.47000000000000003,-0.5
0.48,0.9999999999999956
0.49,2.5
0.5,0.9999999999999992
0.51,-2.5
0.52,-0.9999999999999941
0.53,0.5
0.54,-1.000000000000011
0.55,-2.5
0.56,-0.9999999999999838
0.5700000000000001,0.5
0.58,-1.0
0.59,-2.5
0.6,-0.9999999999999949
0.61,0.5
0.62,-1.0000000000000102
0.63,-2.5
0.64,-1.0000000000000058
0.65,0.5
0.66,-0.9999999999999992
0.67,-2.5
0.68,-0.9999999999999956
0.6900000000000001,0.5
0.7000000000000001,-1.0000000000000095
0.71,-2.5
0.72,-1.0000000000000067
0.73,0.5
0.74,-0.9999999999999986
0.75,-2.5
0.76,-0.9999999999999963
0.77,0.5
0.78,-1.0000000000000089
0.79,-2.5
0.8,-0.999999999999986
0.81,0.5
0.8200000000000001,-1.000000000000019
0.8300000000000001,-2.5
0.84,-0.999999999999997
0.85,0.5
0.86,-0.9999999999999868
0.87,-2.5
0.88,-0.9999999999999868
0.89,0.5
0.9,-0.9999999999999971
0.91,-2.5
0.92,-0.9999999999999765
0.93,0.5
0.9400000000000001,-1.0000000000000073
0.9500000000000001,-2.5
0.96,-1.0000000000000089
0.97,0.5
0.98,-1.0000000000000175
0.99,-2.5
