x,y
0.0,5.0
0.001,5.587239674393911
0.002,6.08636524146743
0.003,6.489505192864646
0.004,6.790301770727895
0.005,6.984011233337103
0.006,7.067578666750501
0.007,7.039686162622395
0.008,6.900773602405058
0.009000000000000001,6.653031720155462
0.01,6.300367553350505
0.011,5.8483428265720665
0.012,5.3040862397879245
0.013000000000000001,4.676181044494791
0.014,3.97452968071482
0.015,3.2101976096010314
0.016,2.395238804504734
0.017,1.5425056526150902
0.018000000000000002,0.6654462651354973
0.019,-0.22210760746361258
0.02,-1.10615871041237
0.021,-1.9727650297107422
0.022,-2.8082596660178654
0.023,-3.5994663698188814
0.024,-4.333907338750869
0.025,-4.999999999999999
0.026000000000000002,-5.587239674393911
0.027,-6.086365241467429
0.028,-6.489505192864646
0.029,-6.790301770727895
0.03,-6.984011233337102
0.031,-7.067578666750501
0.032,-7.039686162622394
0.033,-6.900773602405058
0.034,-6.65303172015546
0.035,-6.300367553350505
0.036000000000000004,-5.8483428265720665
0.037,-5.304086239787928
0.038,-4.676181044494794
0.039,-3.974529680714822
0.04,-3.210197609601032
0.041,-2.3952388045047353
0.042,-1.542505652615091
0.043000000000000003,-0.6654462651354951
0.044,0.22210760746361125
0.045,1.1061587104123696
0.046,1.9727650297107417
0.047,2.808259666017868
0.048,3.5994663698188836
0.049,4.3339073387508655
0.05,4.999999999999999
0.051000000000000004,5.58723967439391
0.052000000000000005,6.08636524146743
0.053,6.489505192864645
0.054,6.790301770727893
0.055,6.984011233337103
0.056,7.067578666750501
0.057,7.039686162622394
0.058,6.900773602405058
0.059000000000000004,6.653031720155459
0.06,6.300367553350506
0.061,5.8483428265720665
0.062,5.3040862397879245
0.063,4.676181044494794
0.064,3.9745296807148183
0.065,3.2101976096010327
0.066,2.39523880450473
0.067,1.5425056526150924
0.068,0.6654462651354902
0.069,-0.22210760746361702
0.07,-1.1061587104123696
0.07100000000000001,-1.9727650297107466
0.07200000000000001,-2.808259666017867
0.073,-3.5994663698188774
0.074,-4.33390733875086
0.075,-4.999999999999998
0.076,-5.5872396743939055
0.077,-6.086365241467429
0.078,-6.489505192864645
0.079,-6.790301770727895
0.08,-6.984011233337102
0.081,-7.067578666750501
0.082,-7.039686162622394
0.083,-6.9007736024050566
0.084,-6.65303172015546
0.085,-6.300367553350506
0.08600000000000001,-5.848342826572064
0.08700000000000001,-5.304086239787925
0.088,-4.676181044494795
0.089,-3.9745296807148294
0.09,-3.210197609601034
0.091,-2.395238804504742
0.092,-1.5425056526150929
0.093,-0.6654462651355035
0.094,0.22210760746361613
0.095,1.1061587104123682
0.096,1.9727650297107462
0.097,2.808259666017866
0.098,3.5994663698188765
0.099,4.333907338750869
0.1,4.999999999999997
0.101,5.587239674393913
0.10200000000000001,6.08636524146743
0.10300000000000001,6.48950519286465
0.10400000000000001,6.790301770727894
0.105,6.984011233337102
0.106,7.0675786667505
0.107,7.039686162622395
0.108,6.90077360240506
0.109,6.653031720155461
0.11,6.300367553350507
0.111,5.848342826572065
0.112,5.304086239787926
0.113,4.676181044494796
0.114,3.974529680714819
0.115,3.2101976096010345
0.116,2.3952388045047313
0.117,1.5425056526150933
0.11800000000000001,0.6654462651354915
0.11900000000000001,-0.22210760746361524
0.12,-1.1061587104123678
0.121,-1.9727650297107324
0.122,-2.8082596660178654
0.123,-3.599466369818876
0.124,-4.333907338750869
0.125,-4.999999999999997
0.126,-5.587239674393905
0.127,-6.086365241467429
0.128,-6.489505192864649
0.129,-6.790301770727895
0.13,-6.984011233337101
0.131,-7.0675786667505
0.132,-7.039686162622393
0.133,-6.900773602405057
0.134,-6.653031720155461
0.135,-6.300367553350508
0.136,-5.848342826572058
0.137,-5.304086239787917
0.138,-4.676181044494787
0.139,-3.97452968071482
0.14,-3.2101976096010354
0.14100000000000001,-2.39523880450472
0.14200000000000002,-1.5425056526150818
0.14300000000000002,-0.6654462651354929
0.14400000000000002,0.2221076074636148
0.145,1.106158710412366
0.146,1.972765029710732
0.147,2.808259666017853
0.148,3.599466369818864
0.149,4.333907338750868
0.15,4.9999999999999964
0.151,5.587239674393904
0.152,6.086365241467421
0.153,6.489505192864639
0.154,6.790301770727894
0.155,6.984011233337102
0.156,7.067578666750501
0.157,7.039686162622396
0.158,6.900773602405058
0.159,6.653031720155461
0.16,6.300367553350507
0.161,5.848342826572073
0.162,5.304086239787918
0.163,4.676181044494788
0.164,3.9745296807148205
0.165,3.210197609601036
0.166,2.3952388045047206
0.167,1.542505652615083
0.168,0.6654462651354933
0.169,-0.22210760746361347
0.17,-1.1061587104123656
0.171,-1.972765029710755
0.17200000000000001,-2.808259666017876
0.17300000000000001,-3.5994663698188853
0.17400000000000002,-4.333907338750866
0.17500000000000002,-5.000000000000013
0.176,-5.587239674393903
0.177,-6.086365241467422
0.178,-6.489505192864638
0.179,-6.790301770727893
0.18,-6.984011233337102
0.181,-7.067578666750501
0.182,-7.039686162622396
0.183,-6.900773602405063
0.184,-6.653031720155461
0.185,-6.300367553350508
0.186,-5.848342826572074
0.187,-5.304086239787936
0.188,-4.676181044494789
0.189,-3.9745296807148214
0.19,-3.2101976096010363
0.191,-2.395238804504745
0.192,-1.542505652615084
0.193,-0.6654462651354942
0.194,0.22210760746361258
0.195,1.1061587104123651
0.196,1.9727650297107302
0.197,2.8082596660178747
0.198,3.5994663698188845
0.199,4.333907338750866
0.2,4.999999999999995
0.201,5.587239674393918
0.202,6.086365241467434
0.203,6.489505192864648
0.20400000000000001,6.790301770727893
0.20500000000000002,6.984011233337105
0.20600000000000002,7.067578666750501
0.20700000000000002,7.039686162622393
0.20800000000000002,6.900773602405058
0.209,6.65303172015547
0.21,6.300367553350508
